,Average User Rating,Number of Votes,Liked by
B00BSWN0S8,4.375,8,7
B003YK3UVY,3.4285714285714284,7,4
B004WAE2ZS,4.8,5,5
B00859370I,3.857142857142857,7,4
B00FM7R1WG,4.055555555555555,18,14
B0089XXUQQ,4.571428571428571,7,6
B004I53CQ2,5.0,8,8
B008MBSHEK,4.426229508196721,61,52
B008GWIVTQ,4.214285714285714,56,44
B009NR7K2W,3.825,40,26
B007V7GPAO,3.8333333333333335,6,4
B00IS9TCIQ,4.4,5,4
B006V3TUSI,2.875,8,3
B001E2SPZ0,4.6,5,5
B009FXMVO6,4.390243902439025,41,34
B008OJF018,3.4285714285714284,7,3
B00KN9UBYI,5.0,13,13
B008DM10WE,4.319148936170213,47,38
B00BFNEQO2,4.214285714285714,14,11
B0045U4AJI,3.2,5,2
B001C3LCBK,4.571428571428571,14,12
B0052TQ4FY,3.2,10,4
B00477RWNK,3.1666666666666665,6,2
B0059KTEBC,4.321678321678322,143,119
B004V9CEQO,3.2,5,1
B003XQMFWY,3.6,5,3
B00AAKGF72,4.5,8,7
B005C9G2OM,3.888888888888889,9,7
B009GP98XK,4.666666666666667,6,5
B0091K9M7C,2.8,5,1
B00EDK7SHQ,4.5,6,6
B005HBA74G,4.678571428571429,28,25
B00EOM4CM2,3.875,8,5
B006JDE5TO,4.666666666666667,12,10
B009WWCAMS,4.647058823529412,17,16
B00A6DYZ5M,4.636363636363637,11,9
B00DVKORUU,4.3125,16,12
B004AFVEOC,3.0,9,4
B008XF7FES,4.2,5,3
B0087YL410,4.0,22,13
B006M2QR16,3.4444444444444446,9,5
B002W4V4WK,3.4285714285714284,7,4
B00CAGC4II,4.333333333333333,6,4
B008AIZV1M,3.5,6,3
B00E24KTYM,4.5,52,45
B00A7SPIT8,4.555555555555555,18,16
B00IBCRZ3Y,4.333333333333333,18,15
B004I53B8G,4.25,12,11
B00EB3FZH0,4.666666666666667,27,25
B008QAFLWI,4.6,5,5
B00DF93YN8,4.444444444444445,9,8
B009CNP236,3.5,18,7
B00ELC7ZQ0,3.6,5,3
B00BPW9BHK,3.6,5,3
B0094BRI5G,4.714285714285714,7,7
B00I9K3ZQ4,4.625,16,15
B00FDY6RGO,5.0,5,5
B00F3ISEUC,4.846153846153846,13,13
B008JG9B2A,4.8,5,5
B00ECWI2VG,3.6666666666666665,6,4
B009IJAWEI,4.342105263157895,38,32
B003UC8TU8,4.333333333333333,18,16
B00CE2F4EE,4.666666666666667,6,6
B00GMUTQWK,4.333333333333333,6,5
B00H9HRR1W,3.75,8,6
B00B0Q8NDY,4.75,8,8
B008D3KMUO,4.266666666666667,15,13
B007AQF0WK,4.109756097560975,82,63
B006YNTJ6I,4.0,14,11
B0065ITJ0I,4.444444444444445,9,9
B00ACE4IRA,3.642857142857143,28,17
B0099Z70U0,3.7142857142857144,7,4
B00BAZ1MG0,4.2,5,4
B005DNWFR0,4.4,5,5
B00GM5L83K,4.481481481481482,27,24
B00740592S,4.3076923076923075,13,10
B00KQT0Q0E,3.65,20,12
B003Y74AZW,3.5588235294117645,34,20
B009GJV8H0,4.333333333333333,6,5
B0072XTASG,4.4,5,4
B00GOGV314,4.115384615384615,26,21
B00FVZFM48,4.142857142857143,14,11
B00CR74FLY,3.25,8,4
B006PJJNV2,3.6666666666666665,6,4
B002UP5P8A,4.571428571428571,7,6
B00CR74FLO,4.333333333333333,9,8
B003NPYON8,5.0,5,5
B009IJGQWA,4.176470588235294,17,12
B0026LP2AY,4.0,5,4
B004U8IGNG,3.6,5,2
B003ZBWLW6,4.078947368421052,38,27
B00HFEJNNO,4.612903225806452,31,30
B0052G679K,4.181818181818182,11,9
B00AYPEL56,5.0,14,14
B0048CEBRY,4.416666666666667,12,9
B002N2NAUU,4.6,5,4
B0058W935I,3.8181818181818183,11,7
B00BQTDE2U,5.0,5,5
B003MCL2DC,4.714285714285714,14,12
B007T1U75G,4.0,5,3
B009D4HHT6,3.8076923076923075,26,17
B005XR2Y2M,3.2,5,3
B005NG52PO,4.1875,16,11
B009W4AP9G,2.0,5,0
B003WOLOD8,4.4,5,4
B0094K7V40,2.875,8,3
B004J1SCDI,4.857142857142857,7,7
B00A4EAJNA,3.8857142857142857,35,23
B003Y74AZ2,3.484848484848485,33,15
B005LT6T3M,3.5,6,4
B00886BJI0,4.338983050847458,59,49
B003WETVKG,4.0,10,7
B00CM4EYVS,4.2,10,8
B004IAJIHE,3.8518518518518516,54,37
B009VY01IW,4.5,6,5
B00BE6928U,4.529411764705882,17,17
B005CQTRN8,3.923076923076923,13,9
B007XKB0FE,4.666666666666667,6,5
B00JLVNF2O,3.95,20,16
B00JLQU9DC,4.3428571428571425,35,32
B005Y3HJ52,5.0,6,6
B00CC3BW0K,4.555555555555555,9,8
B001GD87QO,4.21875,64,52
B008JE4ZBY,4.111111111111111,27,22
B0048JCO8A,4.4,10,9
B005ABB08A,3.7142857142857144,28,18
B00EDTRXZE,5.0,6,6
B0093BAJ62,3.0,13,6
B000WR81ZM,4.6,5,4
B0007W1K3C,4.833333333333333,6,6
B00D37M31Q,4.390243902439025,41,40
B005CKZNSM,4.0,22,16
B0040OBVBO,4.857142857142857,14,13
B005SJJ02M,4.5,8,6
B001G5DQAE,4.037037037037037,27,20
B005ZMQMDC,4.0,21,15
B00FRAJS4W,4.157894736842105,19,14
B00APFQ5VS,4.628571428571429,35,32
B0089JZJO6,4.238095238095238,21,17
B007D46D48,4.2,5,4
B0073C0QSE,2.903225806451613,31,12
B008V9CQRW,3.75,8,5
B00E9AMLH2,3.8,5,4
B004DZPY4U,3.75,8,5
B006X1YTDO,3.25,8,4
B00H9NEIV8,4.857142857142857,7,7
B0002WRGHG,3.0476190476190474,21,9
B00EZW2AV6,3.7777777777777777,9,6
B004B4AXO4,3.8,10,6
B0055QRUUC,3.4285714285714284,7,5
B00C39TA8Y,3.6363636363636362,11,6
B00D5O3FQE,4.6,5,5
B0076YVKJS,3.6153846153846154,13,8
B00CUU6K5M,3.6285714285714286,35,22
B005C66O2A,4.0,5,3
B00FC47A6G,3.923076923076923,13,10
B0042DOOQ2,4.03030303030303,33,24
B00GYD782A,3.7818181818181817,55,40
B000W79GQA,4.285714285714286,7,5
B00AWN86II,3.5294117647058822,17,9
B00CKZ70TM,4.702702702702703,37,36
B0025W5RX6,3.3333333333333335,6,4
B007S0NDJK,3.7142857142857144,7,4
B003RZTCWC,4.148648648648648,74,55
B005DOS6UY,4.117647058823529,17,12
B00E327OIM,4.662790697674419,86,83
B00EP2BYHW,5.0,8,8
B00CRDK72E,4.2727272727272725,11,8
B0084YZSQK,4.043478260869565,69,48
B00CE0GPI0,4.125,8,6
B007154KNK,4.0,12,8
B0075YBNJ6,3.5652173913043477,23,13
B009AE5O6M,3.7142857142857144,7,4
B003NY7CVU,5.0,5,5
B00E6MA1VQ,4.416666666666667,12,11
B009AAAF7O,4.105263157894737,19,15
B007517AKK,4.0,6,5
B009M5L65C,4.410714285714286,112,92
B00JJ2C0S0,4.357142857142857,14,11
B0057MLBLS,4.7272727272727275,22,21
B004QWOSLK,3.1232876712328768,73,33
B006KYT6A0,4.333333333333333,9,7
B0002WRGH6,3.0,15,6
B003KPEPTE,4.285714285714286,7,5
B00JAEJ5H6,2.5454545454545454,11,3
B00G9KLH70,4.6,5,5
B005T0DV02,3.4285714285714284,7,2
B004I8WD6E,4.325581395348837,86,76
B007KXFRJY,3.6666666666666665,6,3
B0029EBLMG,4.8,5,5
B00AZY9MPA,4.6923076923076925,13,13
B005G4GBLW,3.5714285714285716,7,3
B008GYR6BI,3.5,6,3
B00JCVPTSQ,4.380952380952381,42,39
B0089DWYNG,3.75,8,6
B001LKZNMI,4.423076923076923,26,23
B007FWDER2,3.2777777777777777,18,9
B006073P40,4.0,9,7
B00AW2QT8I,4.375,72,65
B00GH5SO6Y,4.25,12,10
B009T19WEG,5.0,5,5
B00DG9GT34,4.153846153846154,13,11
B0051DV0D2,4.285714285714286,7,6
B003Q4CKVE,4.136363636363637,22,17
B00G0JZT4M,4.305555555555555,36,30
B00J3M4BTW,4.0,5,3
B009L8TM4W,5.0,5,5
B00A3AEQBQ,3.8461538461538463,13,10
B006GWSGZM,4.666666666666667,6,6
B00GMSLORM,3.7777777777777777,18,11
B0096QB98Q,4.142857142857143,21,16
B0002G7WAI,4.6,5,5
B000BD3210,3.8461538461538463,13,9
B008FX7PRA,3.2,5,3
B0098FKIZU,4.133333333333334,30,24
B00C7SK2J2,5.0,6,6
7532385086,4.444444444444445,9,8
B00D5GVMK8,4.2,5,4
B005F9X184,4.714285714285714,14,13
B004AD2EW0,4.117647058823529,17,12
B00AVXA2SQ,4.523809523809524,21,19
B00COYOAYW,4.367647058823529,68,59
B003VCMY30,4.0,6,5
B008MRGBZG,3.7142857142857144,14,8
B005F9W6DU,3.559322033898305,59,36
B00C1BK2K4,3.9047619047619047,21,13
B0056AV8JQ,4.428571428571429,14,12
B004RXIL1G,3.5185185185185186,27,15
B00AAKO646,4.25,8,7
B00DZJSLPO,3.8333333333333335,6,4
B009NY9UIM,3.2857142857142856,7,3
B00FOF428W,2.8,5,2
B00D99N94S,4.235294117647059,17,13
B002EVP8Y6,4.0,5,3
B00AI6K5JW,4.162162162162162,37,28
B00EHAD394,3.5,10,5
B004AP9638,3.5416666666666665,24,14
B008TJYPXC,3.5833333333333335,12,6
B00608M56I,3.8,10,6
B006HDOALY,4.6,5,4
B00B7A9Z0S,4.0,5,4
B0052Z6B06,2.8,5,2
B003RRYAM2,1.8333333333333333,18,1
B0092V89AQ,3.25,12,7
B00824HVNK,4.2,5,4
B005SLXUZS,3.4,5,3
B005WCRYZ0,4.444444444444445,9,8
B00B7FQR04,4.27027027027027,37,28
B005FRAQZW,4.5,6,5
B00GMRO5RO,2.25,8,3
B00A3JMGUK,4.133333333333334,15,11
B0050KAO5Q,3.5714285714285716,7,4
B00CANBF0O,4.538461538461538,13,12
B008GUBZQO,3.95,20,13
B009K6W39G,4.8,5,5
B00CE28022,4.333333333333333,9,7
B00C33Z1G0,4.571428571428571,7,7
B003MUXRPU,3.9047619047619047,21,14
B008S3HMG6,3.9565217391304346,23,15
B005TOY81Y,4.285714285714286,7,5
B00C1BKF3I,3.806451612903226,31,22
B00GXWVQQG,4.333333333333333,6,5
B009KT0Y7G,4.142857142857143,7,5
B00JEU1X7Q,3.6,5,3
B0093IHY7M,4.277777777777778,18,15
B00G3IGRTG,2.8,5,2
B009F2NZ74,3.0,6,1
B00CPRY3XG,3.142857142857143,7,3
B00D6G9MR2,3.0,5,1
B0090AAOUW,3.4722222222222223,36,24
B004Q24GJE,4.0,5,3
B008N7TTLS,3.7872340425531914,94,63
B00CESN60M,4.666666666666667,6,5
B00AK574JA,3.625,8,5
B009ERXEDK,3.736842105263158,19,14
B00DDVESKQ,4.142857142857143,7,5
B00FS7BTUA,3.2,5,2
B005GBX4L0,3.5,6,4
B005KME38I,3.6,5,2
B003XAF4YQ,3.4444444444444446,27,15
B0044WTQVE,4.269444444444445,360,283
B00D76LPB2,4.578947368421052,19,17
B0043GWDYI,3.6842105263157894,19,11
B00B0FT2T4,4.333333333333333,12,10
B008EZBFGG,4.5,6,6
B00DUCB65I,4.352941176470588,17,14
B00C3MT9GE,5.0,5,5
B0052YQMLA,4.6,10,10
B009XF4GU8,4.6,5,4
B009S7QWUS,4.375,8,7
B009RQ1M5K,4.2,10,8
B00IBIH1M8,3.6,10,7
B00DZJ0BSE,4.2,5,3
B005XPLWS6,3.5384615384615383,13,7
B004CUQ2MY,3.857142857142857,7,4
B000IVDI4Q,4.6,5,5
B00821ZB4E,4.346938775510204,49,42
B007R5I8KA,4.111111111111111,9,7
B00AOW8I30,3.9005524861878453,181,125
B000HBIUNG,2.769230769230769,13,4
B00IP1IOUE,4.4,5,4
B009OY4QXK,4.0,16,10
B005BP9U8W,4.833333333333333,6,6
B008T6MNOS,4.2926829268292686,41,32
B000F7VBUQ,3.2,5,3
B009ATUUYS,4.7368421052631575,19,18
B008HUERE0,4.076923076923077,13,11
B009T4I5DW,3.7142857142857144,7,4
B00JBJ3HTW,3.7435897435897436,39,26
B00J8ICQF2,4.0,14,11
B003FMVCRK,4.166666666666667,6,5
B009X5HLVO,4.571428571428571,14,12
B003FMVCRU,3.9375,32,24
B003ZUXHV6,3.8333333333333335,24,16
B00IY9K72K,4.833333333333333,6,6
B008N0ELMC,4.909090909090909,11,11
B00C74I9Z0,2.8333333333333335,6,2
B002715FCI,3.5,6,3
B009MJ4QZ0,4.230769230769231,13,10
B002MZZSEE,5.0,5,5
B009KHW9IU,4.571428571428571,7,7
B003NA0658,4.09433962264151,53,42
B002MZZSEO,4.25,8,7
B00A7HQ9SI,3.3225806451612905,62,33
B00FZECLP8,4.090909090909091,11,8
B0087VXJS4,3.6,5,3
B009APCED2,3.0,5,2
B0089KJW3Y,3.6875,16,11
B007FHX9OK,4.48294434470377,557,490
B00BT0KNIO,4.166666666666667,6,4
B004M5IUFG,3.75,16,11
B009H0QKLC,4.285714285714286,7,6
B00AR8Z0J6,3.967741935483871,31,22
B0089CH1G2,3.5,6,3
B00EN68XJC,4.833333333333333,12,12
B008OZLXZ4,4.666666666666667,12,11
B00DUEC3UI,3.857142857142857,7,4
B00B7QOXQI,4.125,8,6
B00C5U9TQE,4.0,16,11
B001QXYM90,3.0,5,2
B002NZU7G2,3.2,5,2
B00AIEGXKE,4.6,5,5
B007OSGDCK,4.08,25,19
B00DZFCZF0,4.666666666666667,6,6
B00JEGLLEA,4.7,10,9
B005SIBQ0W,4.166666666666667,6,5
B00JYU894G,5.0,7,7
B00C35YJV6,3.4,5,2
B005PUZO92,3.9318181818181817,44,31
B00AR4O8WU,4.319148936170213,47,40
B007V64I8Q,4.25,16,13
B004XVN30G,3.8,5,4
B005CN0DCK,4.375,8,7
B0094G44PS,3.888888888888889,63,45
B00BQ2Y3TA,3.389830508474576,59,31
B003OAG8CC,4.0,6,4
B00JJJARWO,4.833333333333333,6,6
B009Z010QO,3.4545454545454546,11,7
B00AJ0QYAQ,4.142857142857143,7,5
B004XVN30Q,4.0,5,3
B005DD1FZ8,3.6363636363636362,11,6
B000PB8CQI,4.260869565217392,23,19
B0088A3PAG,3.4285714285714284,7,3
B005DTSBEU,3.3333333333333335,33,16
B00CEQJC4S,3.793103448275862,29,16
B00ARBRF0A,4.25,8,7
B00APEIX5A,3.891891891891892,37,25
B0046RE9CS,3.8,10,7
B00AB68TM4,4.48,25,21
B005UZBNQU,4.0,14,11
B00G6AOCTS,3.5,6,2
B00F62V0VA,4.4,5,4
B005I2VWCU,4.315789473684211,38,33
B002MZZQTQ,3.6,5,3
B008RZYN8A,4.066666666666666,15,11
B009Y0ZH6Y,3.8857142857142857,70,50
B00DHVYDFM,3.857142857142857,7,4
B00D8LOAEA,4.833333333333333,6,6
B0074R1IP8,4.0,6,4
B004E10KFG,4.0625,128,96
B0099ENZSM,2.9411764705882355,17,8
B00A8YWEJ8,5.0,7,7
B00E3I483U,4.733333333333333,15,15
B001PR21A4,4.375,8,7
B00CQ7KTZ6,4.666666666666667,6,6
B00EI8SS4U,4.734177215189874,79,75
B00BRPSOE6,3.3333333333333335,6,2
B009OUG27M,4.25,8,7
B00CXLY9KG,4.666666666666667,9,9
B009S3LXTC,4.277777777777778,18,14
B00JFAMYYG,3.6,5,3
B0037BVSCI,4.833333333333333,6,6
B0064UA1QI,4.0,6,4
B005XQGBE0,4.368421052631579,57,46
B00ALRUC28,4.125,8,7
B00F4MWWMS,5.0,5,5
B0046E8EW2,3.0,11,5
B00DLFHSQ0,4.8,5,5
B007IOCEQY,4.0,19,14
B002XIYI28,4.8,5,5
B00CZDW602,4.266666666666667,15,12
B005C3MTEA,3.3333333333333335,6,3
B00DC6OIKW,3.3333333333333335,6,3
B006YYX9B8,3.5,6,3
B00BC36BW0,4.6,15,14
B00BTYGNN4,3.9,10,8
B0055DHCKS,4.375,8,6
B008M12J9Y,3.909090909090909,11,8
B0086WE8FW,3.6666666666666665,9,6
B00G34W6XQ,4.555555555555555,9,8
B008WU1UJK,4.357142857142857,14,11
B001YSI04A,3.230769230769231,13,8
B00CHSEMR0,4.083333333333333,12,8
B00BJKHAJY,3.6,5,3
B0099SG2WE,3.642857142857143,14,9
B002F5XSDY,4.0,10,7
B004ZN5GUW,2.4285714285714284,7,1
B009SYAX74,4.5,10,9
B00BP5RQQU,3.6,5,3
B006FBRQ3C,4.0,5,4
B008RRQMFA,4.333333333333333,6,5
B003X26V50,2.9,10,4
B00BUFFHSO,4.625,8,7
B00IZ1XA94,3.4285714285714284,7,4
B00FJBY6JG,4.8,5,5
B00G4S9FYY,4.583333333333333,12,11
B0082C24F2,3.4,5,3
B003DKQ6CA,3.8,5,4
B00022NE6I,3.5,6,4
B0058PCJYC,4.777777777777778,9,9
B00DRSHGTU,3.857142857142857,7,5
B0068PZQT6,4.142857142857143,7,5
B009PK9QGU,4.5625,16,15
B007254V7O,3.1666666666666665,6,4
B0092KJ9BU,4.069651741293533,201,155
B009PO4RHE,4.571428571428571,7,7
B009OB141A,4.4,15,13
B00JA7HNZO,4.888888888888889,9,9
B0099RGRT8,4.3924050632911396,158,133
B004LYM00E,4.2,5,4
B009SK6C0A,4.571428571428571,7,6
B001BWQTOC,5.0,5,5
B00B93LTSO,2.6,5,2
B00GFF45KK,5.0,11,11
B0085GI1S4,4.069767441860465,86,67
B009YL71BW,4.434782608695652,23,20
B008VW1SPU,4.153846153846154,13,11
B003MIIRM0,4.208333333333333,48,38
B0093NX8I6,4.290322580645161,31,24
B00HLOTTC8,4.833333333333333,6,6
B00HSEWWZC,4.6,5,5
B003JVCR12,3.6666666666666665,6,4
B0089VL70O,4.0,7,5
B0082OHYGO,4.666666666666667,6,6
B003YJ8TVQ,4.514285714285714,35,29
B00DI453KC,4.571428571428571,7,6
B0042UQLM0,4.666666666666667,15,14
B009C5YZY6,5.0,13,13
B008M5FR4Y,3.5,14,8
B0098FKI3C,4.346153846153846,26,21
B009C2DVA8,3.5,8,5
B002ZQ8FNQ,4.1,10,7
B0098FKI3M,3.3333333333333335,15,7
B004D39KMY,4.222222222222222,9,9
B00D6NRRD6,4.133333333333334,15,11
B006JTPZY2,4.444444444444445,9,8
B0099Z70WS,3.8,5,4
B008BAHJX2,3.8333333333333335,12,8
B004IMV3PM,4.4,5,4
B00BKRXEIC,4.166666666666667,6,4
B008LSXUJG,5.0,5,5
B0056VNVV8,3.923076923076923,13,9
B00CTK6SLE,4.421052631578948,19,16
B00COB3RT4,5.0,5,5
B00A2IDEBC,4.166666666666667,6,5
B009M5LA12,3.7714285714285714,35,22
B00A3NIFM4,4.4,10,9
B00DHEHC3E,4.785714285714286,14,13
B0055Q5Y5A,3.6666666666666665,6,4
B006ECAMY2,4.038461538461538,26,19
B00GS04EN0,4.333333333333333,6,5
B003WNYMX8,4.384615384615385,13,11
B002Z9AOT6,4.333333333333333,6,5
B0043D2IBE,3.772727272727273,22,14
B0030IMXF4,4.6,5,5
B001EJHH20,4.782608695652174,23,21
B006DQWIKK,3.5,70,40
B003YEDN8U,4.8,5,5
B00B9AS80E,3.7142857142857144,7,5
B009KDCSSK,3.2,5,2
B00AZVTWPI,4.0,7,6
B00GJG2WLY,3.0,5,2
B009EARWX0,4.0,30,20
B00GGGQHPO,3.7777777777777777,9,6
B006UIBPVY,4.166666666666667,6,4
B00C0NGTIW,4.166666666666667,6,5
B003WQCB38,2.3333333333333335,6,1
B00F015NHY,4.416666666666667,12,10
B003XTI5RK,3.2,15,9
B0053MSS1S,3.8333333333333335,12,8
B009AG26WA,3.625,24,13
B005B73QBW,4.0,10,7
B00IX2VGFA,4.816326530612245,49,48
B005VJ8JS0,4.714285714285714,7,7
B006WO0YMM,4.0,6,4
B001JJT5UC,4.0,11,8
B008M1C1RE,4.461538461538462,13,12
B002V11Q3Q,3.3333333333333335,6,3
B008DNUDGW,4.181818181818182,11,9
B00K57WABA,4.8,5,5
B00E13P87M,4.6,5,5
B0087OXNBE,4.625,8,7
B00CJZCXH2,4.111111111111111,9,6
B00AH81YQE,3.6,5,3
B0053O8L2W,4.5,6,5
B007PYMFZ2,4.666666666666667,6,6
B00501L26A,4.52,25,23
B003ZUQIT4,3.8,5,3
B006FRD8QU,4.5,34,32
B005L5TIUW,4.111111111111111,9,8
B004A8OMLQ,3.8333333333333335,6,4
B00J5HDEPC,4.125,8,6
B00FW1GE9S,4.0588235294117645,17,12
B003VYB9V6,3.142857142857143,7,3
B009ZNI5R8,4.636363636363637,33,30
B006QYY88E,2.8333333333333335,6,2
B003YKP72O,4.222222222222222,9,7
B005FPT380,4.264516129032258,155,124
B00656GX5E,4.3125,16,13
B006KYWPGW,4.142857142857143,7,6
B00F9VRNF0,4.5,66,56
B00BQK1VCY,4.833333333333333,6,6
B003U9U9ZO,4.3,10,8
B00507NO8S,4.4,15,13
B006C9TI6K,2.6666666666666665,6,3
B00DHOLQE0,4.377551020408164,98,84
B00GCMQEYQ,4.7894736842105265,19,19
B00822VUSY,4.1875,16,11
B00KHV6TIE,4.914893617021277,47,47
B001RQC2YI,3.857142857142857,7,5
B006DQZKZK,4.777777777777778,9,9
B007O0P82E,4.833333333333333,6,6
B00BI2F1F8,4.8,5,5
B00FGOGTHS,4.0,5,3
B006J1K3AG,4.3,10,8
B008CN8XVU,4.25,44,34
B009O22ZH6,5.0,8,8
B004JH3Q6A,3.8333333333333335,18,13
B0073WVD7M,4.63265306122449,49,44
B00EEQMTQE,3.2,5,2
B00JZTI6MQ,4.833333333333333,6,6
B005LAJSOI,3.1666666666666665,6,1
B0083RTZ7G,4.666666666666667,6,6
B002M4NMWU,4.3076923076923075,13,11
B00BQ14SZA,4.1,10,8
B00EXWJ02U,4.451612903225806,31,26
B0070UKBO8,4.308641975308642,81,68
B00DHWE56I,3.857142857142857,7,5
B00COPRHT6,4.857142857142857,7,7
B00EI4FMHA,3.3333333333333335,6,3
B00HPM6E5Q,4.75,8,8
B008XW7AIM,4.857142857142857,7,7
B00G9W5I64,4.923076923076923,13,13
B007Y7YV52,4.55,20,19
B00GN6SC7I,4.9714285714285715,35,35
B008PNZU18,3.6785714285714284,28,17
B005A2UR4W,4.72,25,24
B004MME08U,4.714285714285714,7,7
B005DRWBZC,4.111111111111111,9,7
B009GT6IPC,3.6666666666666665,9,6
B009KWUMT8,4.416666666666667,12,11
B001CEK1AM,4.473684210526316,19,16
B00I3LRO8O,4.857142857142857,7,7
B00A70YXK6,4.3076923076923075,13,10
B005IGM86U,4.714285714285714,7,7
B005T0DTM2,4.086956521739131,23,17
B000C12GH2,4.714285714285714,7,7
B00JSU430G,4.857142857142857,7,7
B00BHOR4FW,4.125,16,14
B00430ZA3K,3.1538461538461537,13,5
B00HM8Z0NU,4.75,8,8
B009RQJM3Y,5.0,15,15
B00E81JS1E,4.285714285714286,7,6
B005OLN18S,4.444444444444445,9,7
B008VKVHRG,4.666666666666667,6,5
B00CDEW5FO,2.8,5,2
B0061R2A1S,3.925925925925926,27,20
B0078JFQ6Y,4.666666666666667,6,6
B003VQS43U,4.714285714285714,7,7
B00BZ58GNW,4.4375,16,15
B00431BGFA,4.5,6,5
B00EV8Y684,4.069306930693069,101,73
B003UBLX4S,4.142857142857143,7,5
B003V8AU4E,4.6,5,4
B0031B4MM2,4.4,5,4
B0089F5BI4,4.111111111111111,9,6
B004VN09LM,4.030769230769231,65,51
B006D9Q3GC,3.466666666666667,15,10
B0085JRQFU,4.23598820058997,339,265
B00CA2YFFC,4.111111111111111,27,22
B009OUG8LC,4.0,14,11
B000JLC3PK,3.7142857142857144,7,5
B00HJKRQAQ,4.318181818181818,22,19
B009OUGCOA,4.142857142857143,7,5
B00EWNPJUM,3.3181818181818183,22,11
B004SC82DS,3.0,6,2
B008XV6FMK,4.666666666666667,9,8
B005LISQ0W,4.214285714285714,98,78
B001GX6MJ8,3.9310344827586206,29,24
B002WMDQPA,3.611111111111111,18,11
B0094CX0NE,4.285714285714286,7,6
B00BZFPR3O,1.5555555555555556,9,0
B007YADKQU,3.2,5,3
B0031FVRBM,4.0,5,4
B0094CX0NO,3.5,38,20
B00HWG8XIQ,5.0,6,6
B005LFQVR0,4.6,10,10
B00F3YSN5M,4.086956521739131,69,48
B002Y2XJAK,2.888888888888889,9,4
B00ESJGN2I,4.538461538461538,13,12
B005WALDBI,4.142857142857143,7,6
B004M17D62,4.176470588235294,17,16
B009C2EWXI,4.166666666666667,6,5
B0081F015K,3.8,5,3
B0043GTIR8,4.304347826086956,23,18
B003YDZXV6,4.0,20,14
B009ZQ9BBE,4.583333333333333,12,11
B004KPTVUG,4.05,20,13
B0083M5CIM,4.6923076923076925,26,24
B00GOJR4DC,4.2,5,5
B00EVBJWQC,4.076923076923077,13,10
B004XRIQD4,4.7,10,9
B00B1TNF7E,4.285714285714286,7,5
B003UWDWY6,3.076923076923077,13,6
B009XFUK80,4.125,8,5
B002SUCYFO,3.7142857142857144,7,4
B003XRZXP4,3.6666666666666665,9,4
B0078LXM40,4.222222222222222,18,14
B00APL5AFY,3.6,5,2
B007QVSYRW,3.2,5,3
B00ELQI5QK,4.6,5,5
B00A8CTSOO,5.0,9,9
B008DBRE2U,4.4,20,18
B00ASN6ZS0,4.4,5,5
B00BS63DLI,3.625,8,5
B0053NWDO0,4.857142857142857,7,7
B0041MD8N4,3.5555555555555554,9,5
B005NC86BU,3.841666666666667,120,79
B0009FCAJA,3.909090909090909,11,8
B006QBKTCG,3.772727272727273,22,15
B0090WX26I,3.7142857142857144,7,5
B004GZLSVK,3.25,12,7
B004QS84UU,4.35,20,17
B00A3NI8K8,3.111111111111111,9,5
B0078LXM4A,4.571428571428571,7,6
B007A2HLXK,4.181818181818182,11,8
B004CGDYTM,4.0,41,32
B00G1PU6QQ,4.2631578947368425,19,15
B00GV0Q78M,4.222222222222222,9,8
B00F5OYEFI,4.7,10,9
B00D8GOO96,4.0,7,5
B008Q4QAX8,4.25,12,9
B00CBT8A14,5.0,8,8
B0072BOUDS,4.4,5,4
B0055PH0XA,4.673469387755102,49,46
B008EKWA9C,3.8,5,3
B005P0YJBG,4.3125,16,13
B005KF8V5Q,4.625,8,8
B00ASRICLO,4.3,10,8
B00HJJPYXS,4.857142857142857,14,14
B004K5F4R0,3.1666666666666665,6,3
B004X4LN7S,4.2,5,3
B007XVARVQ,4.333333333333333,9,7
B008ADY7DK,5.0,5,5
B00IL7B2YM,3.847826086956522,46,30
B0039OGHGA,4.434782608695652,23,20
B00BQQ6YAW,4.266666666666667,15,12
B0091V0EFK,4.32,25,19
B00CMSZ1IY,4.384615384615385,13,11
B00I13L4EO,5.0,5,5
B008JO2XBS,3.857142857142857,7,5
B00861O8EO,4.2,5,3
B00C25043O,5.0,6,6
B00891F4ZS,3.8181818181818183,11,8
B004J65YWU,2.8,5,2
B00APLXD62,4.25,20,16
B00KMRYSQ8,4.8,5,5
B00927U70A,3.090909090909091,11,5
B00I3ULRKQ,3.875,16,11
B000XOK9VS,5.0,5,5
B009APCEFK,3.740740740740741,27,17
B00C762L6G,3.6666666666666665,6,4
B009RXWIZ6,3.6666666666666665,6,4
B006LM2202,4.2,5,4
B004M5HB6U,3.875,16,12
B007W58CD8,4.428571428571429,7,6
B0046LTU9G,4.0,7,6
B001HSI3VM,4.0,8,5
B002SXRS6G,4.352941176470588,17,14
B004A7661G,3.6666666666666665,15,10
B007Y8TP52,4.4,15,13
B0009H2M1Y,4.15,20,15
B00HQMNS8G,4.133333333333334,15,12
B005FN35XG,5.0,7,7
B007VG6ZC8,3.236842105263158,38,21
B005NF5NTK,4.625,128,117
B00C3LQFIU,2.0,5,1
B004FM6XU0,3.5,6,4
B00BTI430K,3.2,5,3
B003ZZXLHQ,3.7777777777777777,9,5
B00AJG3NK4,4.8,10,9
